NCTId,BriefTitle,OverallStatus,Phase,Conditions,Interventions,StartDate,LastUpdatePostDate,EnrollmentCount,Countries,BriefSummary,LeadSponsor,LeadSponsorClass,MinAge,MaxAge,StdAges,PrimaryEndpoints,DiseaseEntities,TrialDesign,DiseaseEntity,LLMOverride,TargetCategory,TargetSource,ProductType,ProductTypeSource,ClassificationConfidence,SponsorType,AgeGroup,ProductName,StartYear,SnapshotDate
NCT06688799,Anti-CD19 Chimeric Antigen Receptor T Cells for Refractory Autoimmune Diseases,RECRUITING,PHASE1|PHASE2,Autoimmune Diseases,CD19 CAR-T cells,2024-11-23,2026-03-10,18,China,The goal of this study is to evaluate the safety and effi cacy of CD19 CAR T cells in the treatment of Refractory Autoimmune Diseases.,Beijing GoBroad Hospital,OTHER,3 Years,65 Years,CHILD|ADULT|OLDER_ADULT,Phase I:Dose-limiting toxicity (DLT)|Phase I： Adverse events (AEs)|Phase II: Objective response rate (ORR),Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Both,,2024.0,2026-04-25
NCT06377228,A Study of TAK-007 in Adults With Refractory Lupus Nephritis (LN) or Refractory Systemic Sclerosis (SSc),WITHDRAWN,PHASE1,Refractory Lupus Nephritis|Refractory Systemic Sclerosis,Chemotherapy Agents|TAK-007,2025-06-13,2025-04-06,0,United States,"The main aim of the trial is to learn how well adults with refractory lupus nephritis (LN) or refractory systemic sclerosis (SSc) tolerate TAK-007 and to check for side effects (adverse events).

Other aims are to learn how effective treatment with TAK-007 is in adults with refractory LN or refractory SSc, what effects TAK-007 has on the human body, and whether participants will produce antibodies against TAK-007.",Takeda,INDUSTRY,18 Years,75 Years,ADULT|OLDER_ADULT,Number of Participants With Treatment-Emergent Adverse Events (TEAEs)|Number of Participants With Dose Limiting Toxicities (DLTs),SLE|SSc,Basket/Multidisease,Basket/Multidisease,False,CD19,named_product,Allogeneic/Off-the-shelf,named_product,high,Industry,Adult,tak-007,2025.0,2026-04-25
NCT06871644,Clinical Study of CD7 CAR-T Cells for Relapsed/refractory Autoimmune Diseases,NOT_YET_RECRUITING,NA,Systemic Sclerosis - 2013 ACR/EULAR Classification Criteria,T cell injection targeting CD7 chimeric antigen receptor,2025-03-18,2025-03-12,18,China,"The primary objective was to evaluate the safety of CD7 CAR-T cells for the treatment of subjects with relapsed/refractory AID. CD7 CAR-T cells were infused in a single infusion in subjects who were screened after signing an informed consent form and undergoing single nucleus cell collection and pretreatment, and blood was collected before and after the infusion for pharmacokinetic, pharmacodynamic, immunogenicity, and safety evaluations.","PersonGen BioTherapeutics (Suzhou) Co., Ltd.",INDUSTRY,18 Years,70 Years,ADULT|OLDER_ADULT,adverse events,SSc,Single disease,SSc,False,CD7,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Industry,Adult,,2025.0,2026-04-25
NCT07517536,CHT105 for the Treatment of Refractory Lupus Nephritis,NOT_YET_RECRUITING,NA,Systemic Lupus Erythematosus|Lupus Nephritis,anti-CD19/70 CAR T cells (CHT105),,2026-04-08,14,China,"Systemic lupus erythematosus (SLE) is the most common systemic autoimmune disease in China. The kidneys are the organ most frequently affected in SLE and a major cause of mortality among SLE patients. Currently, cell-based therapy has emerged as an innovative treatment approach for SLE. CHT105 injection is an allogeneic chimeric antigen receptor T (CAR-T) cell product derived from healthy donors' T cells, which are transduced with a lentiviral vector encoding an anti-CD19/CD70 CAR. This engineered T-cell product effectively recognizes and eliminates immune cells expressing CD19 and/or CD70 antigens-including autoreactive T and B cells-and holds promise as a novel therapeutic option for patients with refractory lupus nephritis (LN).

This study is a clinical trial evaluating the safety and preliminary efficacy of CHT105 injection-a CD19/CD70-targeting allogeneic CAR-T cell product-in adult patients with relapsed or refractory LN. Eligible participants will first undergo lymphodepleting preconditioning. Following confirmation of eligibility per standard infusion criteria, participants will receive a single intravenous infusion of CHT105 on Day 0 (D0). After CHT105 infusion, participants will undergo a 52-week short-term follow-up and up to a 15-year long-term follow-up.",The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,Safety of CHT105 Injection in Subjects with Refractory Lupus Nephritis,SLE,Single disease,SLE,False,CD19,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Academic,Adult,,,2026-04-25
NCT07008378,"A Study to Evaluate the Safety, Tolerability, Cellular Kinetics, and Pharmacodynamics of P-CD19CD20-ALLO1 in Participants With Multiple Sclerosis",ACTIVE_NOT_RECRUITING,PHASE1,Multiple Sclerosis,Cyclophosphamide|Fludarabine|P-CD19CD20-ALLO1 Cells,2025-10-15,2026-04-21,60,United States,"This study aims to explore the safety, tolerability, cellular kinetics, and pharmacodynamics of P-CD19CD20-ALLO1 in participants with progressive multiple sclerosis (PMS) and relapsing multiple sclerosis (RMS).","Genentech, Inc.",INDUSTRY,18 Years,60 Years,ADULT,Number of Participants With Dose-limiting Toxicity (DLTs) at Each Dose Level of P-CD19CD20-ALLO1|Number of Participants With Adverse Events (AEs),Other immune-mediated,Single disease,Other immune-mediated,False,CD19/CD20 dual,explicit_marker,Allogeneic/Off-the-shelf,weak_allogeneic_marker,medium,Industry,Adult,,2025.0,2026-04-25
NCT06946485,Universal Anti-CD70 CAR-T (CHT101) Cell Therapy for Relapsed Refractory Systemic Lupus Erythematosus,RECRUITING,EARLY_PHASE1,Systemic Lupus Erythematosus (SLE),Universal anti-CD70 CAR-T (CHT101),2025-04-01,2026-04-07,15,China,This investigator-initiated trial aims to evaluate the safety and efficacy of universal anti-CD70 CAR-T (CHT101) in patients with relapsed refractory systemic lupus erythematosus.,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,SRI-4 Response|Safety Evaluation,SLE,Single disease,SLE,False,CD70,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Academic,Adult,cht101,2025.0,2026-04-25
NCT07243366,Allogeneic CD19-CAR-NK Cells in Patients With Refractory Myasthenia Gravis,NOT_YET_RECRUITING,EARLY_PHASE1,Refractory Myasthenia Gravis,CD19-CAR-NK Cells Injection,2025-11-25,2025-11-21,15,,"This study is a single-center, prospective, nonrandom, single-arm trial.","Guangdong ProCapZoom Biosciences Co., Ltd.",INDUSTRY,18 Years,65 Years,ADULT|OLDER_ADULT,Adverse Events,Other immune-mediated,Single disease,Other immune-mediated,False,CD19,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Industry,Adult,,2025.0,2026-04-25
NCT06590545,Anti-CD 19 CAR-T Cell Therapy in Patients With ANCA Vasculitis,NOT_YET_RECRUITING,PHASE1|PHASE2,ANCA-IgG-positive ANCA Associated Vasculitis,"KYV-101, an autologous fully-human anti-CD19 CAR T-cell immunotherapy",,2024-09-19,8,,"The goal of this phase I/II clinical trial is to investigate anti-CD 19 chimeric antigen receptor T cell (CAR-T cell) therapy in patients with antineutrophil cytoplasmic antibodies (ANCA) immunoglobulin (IgG) positive ANCA associated vasculitis (AAV).

The main questions it aims to answer are:

* To assess the safety of anti-CD19 CAR-T cell therapy in subjects with active, treatment refractory, ANCA-IgG-positive AAV
* To assess the clinical efficacy of anti-CD19 CAR-T cell therapy in subjects with active, treatment refractory ANCA-IgG-positive AAV
* To assess the ANCA seroconversion rate in subjects with active, treatment refractory ANCA-IgG-positive AAV

Participants will receive a single dose of KYV-101 i.v., an autologous fully-human anti-CD19 CAR-T cell immunotherapy. Follow-up time is 52 weeks with regular visits at the site.",David Simon,OTHER,18 Years,75 Years,ADULT|OLDER_ADULT,number of subjects experiencing a cytokine release syndrome|antineutrophil cytoplasmic antibodies (ANCA) seroconversion rate|adverse events and serious adverse events due to investigational medical product,AAV,Single disease,AAV,False,CD19,explicit_marker,Autologous,explicit_autologous,high,Academic,Adult,kyv-101,,2026-04-25
NCT07178431,MB-CART2019.1 in Refractory Multiple Sclerosis,NOT_YET_RECRUITING,PHASE1|PHASE2,Multiple Sclerosis|CAR T Cell Therapy,MB-CART2019.1,2026-01-30,2025-11-21,26,Germany,"The goal of this trial is to assess the feasibility, safety and preliminary efficacy of MB-CART2019.1 in patients with active refractory primary and secondary progressive MS.",Miltenyi Biomedicine GmbH,INDUSTRY,18 Years,,ADULT|OLDER_ADULT,Primary endpoints Phase I|Primary endpoints Phase IIa,Other immune-mediated,Single disease,Other immune-mediated,False,CD19/CD20 dual,named_product,Autologous,named_product,high,Industry,Adult,zamtocabtagene autoleucel,2026.0,2026-04-25
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,PHASE2,"Lupus Erythematosus, Systemic|Lupus Nephritis",CC-97540|Cyclophosphamide|Fludarabine,2025-07-14,2026-04-17,89,Argentina|Austria|Belgium|Brazil|Canada|Denmark|France|Germany|Israel|Italy|Japan|Poland|Portugal|Spain|United Kingdom|United States,"The purpose of this study is to evaluate the efficacy, safety and drug levels of CC-97540 in participants with active systemic lupus erythematosus (SLE) including lupus nephritis with inadequate response to glucocorticoids and at least 2 immunosuppressants.","Juno Therapeutics, Inc., a Bristol-Myers Squibb Company",INDUSTRY,16 Years,,CHILD|ADULT|OLDER_ADULT,Proportion of participants achieving drug-free Definition of Remission in Systemic Lupus Erythematosus (DORIS) remission,SLE,Single disease,SLE,False,CD19,explicit_marker,Autologous,named_product,high,Industry,Both,bms-986353,2025.0,2026-04-25
NCT07470151,Clinical Study of EVM18001 in the Treatment of Refractory Autoimmune Diseases,RECRUITING,NA,System Lupus Erythematosus(SLE)|Scleroderma|Myasthenia Gravis (MG),EVM18001 Injection,2026-03-12,2026-03-13,12,China,"A FIH, single arm, open-label, Investigator Initiated Trial (IIT) study to evaluate the safety and tolerability of EVM18001 in the treatment of active refractory autoimmune diseases (SLE, MG, and SSc), and determine the recommended dose for subsequent treatment. At the same time, the PK/PD characteristics of EVM18001 will be evaluated, preliminary efficacy will be observed, and related biomarkers and immunogenicity will be explored.","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,18 Years,70 Years,ADULT|OLDER_ADULT,Evaluate the safety/tolerability of EVM18001 in patients with SLE/MG/SSc by rates and severity of AE/SAE.|Determine the subsequent recommended dose of EVM18001 in patients with SLE/MG/SSc.|Evaluate the efficacy of EVM18001 in patients with SLE/MG/SSc by proportion of patients get relief during the whole study.|Evaluate the efficacy of EVM18001 in patients with SLE/MG/SSc by Duration of Response (DOR).|Cmax of EVM18001 and CAR-T cells.|AUC0-t of EVM18001 and CAR-T cells.|Detection of CAR expression on the surface of immune cells in peripheral blood.,SLE|SSc,Basket/Multidisease,Basket/Multidisease,False,CAR-T_unspecified,named_product,Autologous,default_autologous_no_allo_markers,low,Academic,Adult,evm18001,2026.0,2026-04-25
NCT06980597,A Study of OL-108 in Relapsed/Refractory Autoimmune Diseases,RECRUITING,PHASE1,Systemic Lupus Erythematosus (SLE)|Idiopathic Inflammatory Myopathy (IIM)|Systemic Sclerosis (SSc)|ANCA Associated Vasculitis (AAV),OL-108,,2025-05-20,44,China,"This study aims to characterize the safety, tolerability, pharmacokinetics, and preliminary efficacy of OL-108 in relapsed/refractory autoimmune diseases.",Beijing GoBroad Hospital,OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,Dose-limiting toxicity (DLT)|Treatment emergent adverse event (TEAE) incidence and severity,AAV|IIM|SLE|SSc,Basket/Multidisease,Basket/Multidisease,False,CAR-T_unspecified,named_product,Autologous,default_autologous_no_allo_markers,low,Academic,Adult,ol-108,,2026-04-25
NCT07152223,Clinical Study on the Safety and Efficacy of CD19-BCMA CAR-T Cell Therapy for Connective Tissue Diseases,RECRUITING,NA,Connective Tissue Diseases,CAR-T,2025-08-30,2025-09-03,20,China,"This study is a single-arm, single-center Investigator-Initiated Trial (IIT) designed to evaluate the safety, pharmacokinetic profile, and preliminary efficacy of CD19-BCMA CAR-T cells in subjects diagnosed with connective tissue diseases.","Guangzhou Bio-gene Technology Co., Ltd",INDUSTRY,1 Year,70 Years,CHILD|ADULT|OLDER_ADULT,Evaluation of Safety,CTD_other,Single disease,CTD_other,False,CD19/BCMA dual,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Industry,Both,,2025.0,2026-04-25
NCT06420154,The Safety and Efficacy of Anti-CD19 CAR-T Cells in Patients With Relapsed/Refractory Autoimmune Diseases,NOT_YET_RECRUITING,EARLY_PHASE1,Systemic Lupus Erythematosus (SLE)|Sjogren's Syndrome|Systemic Sclerosis|Inflammatory Myopathy|ANCA Associated Vasculitis|Antiphospholipid Syndrome,anti-CD19-CAR-T cells,2024-05-27,2024-05-17,9,China,This is an investigator-initiated trial to evaluate the safety and efficacy of anti- CD19-CAR-T cells in the relapse or refractory autoimmune diseases.,First Affiliated Hospital of Wenzhou Medical University,OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,"Incidence of dose-limiting toxicity|Laboratory abnormalities and type, frequency and severity of adverse events|Proportion of patients for whom a CAR-T cell product could be prepared",AAV|SLE|SSc|Sjogren,Basket/Multidisease,Basket/Multidisease,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Adult,,2024.0,2026-04-25
NCT06752876,"CRISPR-Edited Allogeneic Anti-CD19 CAR-T Cell Therapy, in Patients With Refractory Systemic Lupus Erythematosus (GALLOP)",WITHDRAWN,PHASE1,Systemic Lupus Erythematosus|Lupus|Lupus Erythematosus|Lupus Nephritis,CB-010,,2025-09-19,0,,This is a Phase 1 study to evaluate the safety and efficacy of a single infusion of CB-010 in patients with refractory Systemic Lupus Erythematosus (SLE) with cohorts for lupus nephritis (LN) and extrarenal lupus (ERL).,"Caribou Biosciences, Inc.",INDUSTRY,18 Years,,ADULT|OLDER_ADULT,"Incidence of critical safety events (CSEs) ≤ 28days after CB-010 infusion|Incidence of treatment emergent adverse events (TEAEs), serious adverse events (SAEs), and adverse events of special interest (AESIs)",SLE,Single disease,SLE,False,CD19,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Industry,Adult,,,2026-04-25
NCT07331467,Study of Ultra-Fast CD19 CAR-T Therapy for Refractory SLE,RECRUITING,PHASE1,Systemic Lupus Erythematosus,CD19 CAR-T cells,,2026-01-12,18,China,This is an investigator-initiated trial aimed at assessing the safety and efficacy of ultra-fast autologous CD19-targeted CAR-T cells in the treatment of refractory systemic lupus erythematosus.,"Chongqing Precision Biotech Co., Ltd",INDUSTRY,18 Years,,ADULT|OLDER_ADULT,The safety of CAR-T cell therapy in patients with refractory SLE [Safety]|The changes from baseline in SLEDAI-2K [efficacy]|The changes from baseline in PGA [efficacy]|The changes from baseline in BILAG-2004 [efficacy]|The number of patients with SRI-4 response [efficacy]|The number of patients with LLDAS [efficacy]|The number of patients with DORIS [efficacy],SLE,Single disease,SLE,False,CD19,explicit_marker,Autologous,explicit_autologous,high,Industry,Adult,,,2026-04-25
NCT07048197,"A Study to Assess Safety, Cellular Kinetics and Exploratory Efficacy of Rapcabtagene Autoleucel in Rheumatoid Arthritis and Sjogren's Disease",RECRUITING,PHASE1|PHASE2,Rheumatoid Arthritis (RA) and Sjögren's Disease (SjD),Rapcabtagene autoleucel,2025-06-20,2026-03-30,27,France|Germany|Singapore|Spain,"A study to assess safety, cellular kinetics and exploratory efficacy of rapcabtagene autoleucel in rheumatoid arthritis and Sjogren's disease",Novartis Pharmaceuticals,INDUSTRY,18 Years,75 Years,ADULT|OLDER_ADULT,Number of Participants with Adverse Events as a Measure of Safety and Tolerability,RA|Sjogren,Basket/Multidisease,Basket/Multidisease,False,CD19,named_product,Autologous,explicit_autologous,high,Industry,Adult,ytb323,2025.0,2026-04-25
NCT07144462,"A Study to Evaluate the Safety, Tolerability, and Preliminary Efficacy of NEUK203-215 Injection in Adult Chinese Patients With Relapsed/Refractory Autoimmune Diseases",RECRUITING,EARLY_PHASE1,Autoimmune,Cyclophosphamide (C)|Fludarabine|NEUK203-215 Injection,2025-09-04,2025-08-27,8,China,"The purpose of this study is to determine the safety, tolerability and preliminary efficacy of NEUK203-215 , a healthy donor (HD) allogeneic CD19/BCMA-targeted CAR-NK cell product, in participants with severe, refractory autoimmune diseases.","Neukio Biotherapeutics (Shanghai) Co., Ltd.",INDUSTRY,18 Years,65 Years,ADULT|OLDER_ADULT,Adverse events|Existence/non existence of dose limiting toxicity (DLT)|serious adverse events (SAEs),Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CD19/BCMA dual,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Industry,Adult,neuk203-215,2025.0,2026-04-25
NCT07298590,An Exploratory Clinical Study on the Safety and Efficacy of CD19/BCMA CAR-NK in the Treatment of Relapsed and Refractory IgG4-related Disease,NOT_YET_RECRUITING,EARLY_PHASE1,IgG4 Related Disease,CD19/BCMA CAR NK,2025-12-30,2025-12-23,18,China,"A single arm, open-label pilot study is designed to determine the safety and effectiveness of CD19/BCMA CAR NK cells (KN5601) in patients with IgG4 related diseases.",Changhai Hospital,OTHER,18 Years,70 Years,ADULT|OLDER_ADULT,Incidence of Dose-Limiting Toxicity (DLT)|Incidence of Treatment Emergent Adverse Events (TEAEs)|The percentage of disease remission (Remission is defined as IgG4-RD RI=0 after treatment and without the use of hormones,IgG4-RD,Single disease,IgG4-RD,False,CD19/BCMA dual,explicit_marker,Allogeneic/Off-the-shelf,named_product,high,Academic,Adult,kn5601,2025.0,2026-04-25
NCT07335562,"A Study to Compare the Efficacy and Safety of BMS-986353 (Zolacaptagene- Autoleucel / Zola-cel), CD19-CAR T Cells, Versus Standard of Care in Participants With Active Systemic Sclerosis",NOT_YET_RECRUITING,PHASE3,Systemic Sclerosis,BMS-986353|Cyclophosphamide|Fludarabine|Nintedanib|Rituximab|Tocilizumab,2026-04-30,2026-03-05,92,Belgium|Canada|France|Germany|Italy|Japan|Spain|Switzerland|United Kingdom|United States,The purpose of this study is to compare the efficacy and safety of BMS-986353 versus standard of care in participants with active Systemic Sclerosis,"Juno Therapeutics, Inc., a Bristol-Myers Squibb Company",INDUSTRY,16 Years,,CHILD|ADULT|OLDER_ADULT,The absolute change from baseline in Forced Vital Capacity (FVC) in mL,SSc,Single disease,SSc,False,CD19,explicit_marker,Autologous,explicit_autologous,high,Industry,Both,bms-986353,2026.0,2026-04-25
NCT06886919,Clinical Study Evaluating the Safety and Efficacy of IC19 CAR-T Cell Therapy for Refractory Systemic Lupus Erythematosus,NOT_YET_RECRUITING,EARLY_PHASE1,Difficult to Treat Systemic Lupus Erythematosus,Engineering of chimeric antigen receptors targeting CD19 in allogeneic T cells,2025-03-31,2025-03-24,6,,"This study is an open label, single arm exploratory clinical trial of IC19 CAR-T cell therapy for refractory systemic lupus erythematosus. Patients who are still in an active state after systemic treatment using the standard treatment regimen specified in the treatment guidelines were selected to receive IC19 CAR-T cell single pulse infusion therapy.","Beijing Immunochina Medical Science & Technology Co., Ltd.",INDUSTRY,18 Years,70 Years,ADULT|OLDER_ADULT,Evaluate the safety of IC19 CAR-T cell therapy for refractory systemic lupus erythematosus,SLE,Single disease,SLE,False,CD19,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Industry,Adult,,2025.0,2026-04-25
NCT06152172,CARTIMMUNE: Study of Patients With Autoimmune Diseases Receiving KYV-101,ACTIVE_NOT_RECRUITING,PHASE1,Idiopathic Inflammatory Myopathies|Diffuse Cutaneous Systemic Sclerosis|SLE Nephritis|ANCA Associated Vasculitis,Cyclophosphamide|Fludarabine|KYV-101,2024-08-05,2026-02-18,24,United States,"The purpose of this study is to assess the safety, tolerability, and clinical activity of KYV 101 (a fully-human anti-CD19 CAR T-cell therapy) in adult subjects with B cell-driven autoimmune diseases. The trial anticipates enrolling participants to reach a maximum of 24 participants who will receive 1 dose of KYV-101 and will be followed for 2 years.",David Porter,OTHER,18 Years,,ADULT|OLDER_ADULT,Incidence and severity of AEs in IIM.|Incidence and severity of AEs in IIM.|Incidence and severity of AEs in IIM.|Incidence and severity of AEs in IIM.|Incidence and severity of AEs in DCSS|Incidence and severity of AEs in DCSS|Incidence and severity of AEs in DCSS|Incidence and severity of AEs in DCSS|Incidence and severity of AEs in SLE Nephritis|Incidence and severity of AEs in SLE Nephritis|Incidence and severity of AEs in SLE Nephritis|Incidence and severity of AEs in SLE Nephritis|Incidence and severity of AEs in AAV|Incidence and severity of AEs in AAV|Incidence and severity of AEs in AAV|Incidence and severity of AEs in AAV,AAV|IIM|SLE|SSc,Basket/Multidisease,Basket/Multidisease,False,CD19,explicit_marker,Autologous,named_product,high,Academic,Adult,kyv-101,2024.0,2026-04-25
NCT06544330,"A Phase 1 Study of SYNCAR-001 + STK-009 Without Conditioning Chemotherapy (Lymphodepletion) in Subjects With Severe, Refractory Systemic Autoimmune Rheumatic Disease",ACTIVE_NOT_RECRUITING,PHASE1,Systemic Lupus Erythematosus|Lupus Nephritis|Systemic Sclerosis,STK-009|SYNCAR-001,2025-04-29,2025-11-04,48,United States,"This is a phase 1 study of SYNCAR-001 + STK-009 in patients with severe, refractory systemic autoimmune rheumatic disease.",Synthekine,INDUSTRY,18 Years,,ADULT|OLDER_ADULT,Dose-Limiting Toxicities (DLTs)|Adverse Events,SLE|SSc,Basket/Multidisease,Basket/Multidisease,False,CD19,named_product,Autologous,named_product,high,Industry,Adult,syncar-001,2025.0,2026-04-25
NCT06352281,Efficacy and Safety of CAR-T Cells Therapy for Chronic or Refractory Primary Immune Thrombocytopenia (ITP),RECRUITING,PHASE1|PHASE2,ITP - Immune Thrombocytopenia,CAR-T cells,2024-02-01,2024-07-22,10,China,"It is a single-center, single-arm, open-labeled clinical trial to evaluate the efficacy and safety of CAR-T cells therapy for Chronic or Refractory Primary Immune Thrombocytopenia (ITP).",920th Hospital of Joint Logistics Support Force of People's Liberation Army of China,OTHER,8 Years,75 Years,CHILD|ADULT|OLDER_ADULT,Portion of patients with response (R),Other immune-mediated,Single disease,Other immune-mediated,False,CAR-T_unspecified,car_core_fallback,Autologous,default_autologous_no_allo_markers,low,Academic,Both,,2024.0,2026-04-25
NCT06429800,A Study to Evaluate the Safety and Preliminary Efficacy of ATA3219 in Participants With Systemic Lupus Erythematosus,WITHDRAWN,PHASE1,Lupus Nephritis|Systemic Lupus Erythematosus,ATA3219,2025-04-16,2025-04-24,0,United States,The purpose of the study is to evaluate the safety and preliminary efficacy of ATA3219 for treatment of participants with lupus nephritis (LN) following lymphodepletion (LD) and in participants with extrarenal systemic lupus erythematosus (SLE) without LD.,Atara Biotherapeutics,INDUSTRY,18 Years,55 Years,ADULT,"Number of Participants With treatment-emergent adverse events, including adverse events of special interest|Number of Participants With Dose-limiting Toxicities|Maximum Tolerated dose|Recommended Phase 2 dose of ATA3219",SLE,Single disease,SLE,False,CD19,named_product,Allogeneic/Off-the-shelf,named_product,high,Industry,Adult,ata3219,2025.0,2026-04-25
NCT06661811,A Study of CAR-T Cells Targeting Autoimmune Diseases,NOT_YET_RECRUITING,NA,Autoimmune Diseases,CAR-T,2024-11-15,2024-10-28,12,China,The purpose of this study is to assess the safety and efficacy of CAR-T cell therapy in patients with autoimmune disease.,Beijing Boren Hospital,OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,"Dose Limiting Toxicity|Frequency of AEs, SAEs",Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CAR-T_unspecified,car_core_fallback,Autologous,default_autologous_no_allo_markers,low,Academic,Adult,,2024.0,2026-04-25
NCT07416032,A Clinical Study Evaluating the Safety and Preliminary Efficacy of Universal Allogeneic CAR T-cell Therapy Targeting CD19 and BCMA(QT-019C)in Patients With Refractory Primary Immune Thrombocytopenia,NOT_YET_RECRUITING,EARLY_PHASE1,Immune Thrombocytopenia (ITP),QT-019C,2026-02-20,2026-02-17,27,China,This is an investigator-initiated trial to evaluate the safety and efficacy of universal allogeneic anti-CD19/BCMA CAR T-cells(QT-019C) in Patients With Refractory Primary Immune Thrombocytopenia.,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,18 Years,75 Years,ADULT|OLDER_ADULT,"The number and severity of dose-limiting toxicity (DLT)events|The total number, incidence, and severity of Adverse Events(AEs)",Other immune-mediated,Single disease,Other immune-mediated,False,CD19/BCMA dual,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Academic,Adult,qt-019c,2026.0,2026-04-25
NCT07058298,GC012F Injection in the Treatment of Refractory Generalized Myasthenia Gravis(24103),RECRUITING,EARLY_PHASE1,Generalized Myasthenia Gravis (gMG),GC012F injection,2025-07-15,2025-09-08,6,China,"This is a single-arm, open-label and early exploratory clinical study, with the purpose to study the safety, tolerability and initial clinical efficacy of GC012F Injection in the treatment of refractory GMG and to evaluate the PK, PD characteristics and immunogenicity in subjects with refractory GMG infused with GC012F Injection.",Daishi Tian,OTHER,18 Years,75 Years,ADULT|OLDER_ADULT,The frequency and severity of adverse events.,Other immune-mediated,Single disease,Other immune-mediated,False,CD19/BCMA dual,named_product,Autologous,named_product,high,Academic,Adult,gc012f,2025.0,2026-04-25
NCT07304154,A Study Evaluating the Safety and Efficacy of KITE-363 in Relapsed/Refractory Autoimmune Neurologic Diseases,RECRUITING,PHASE1,Chronic Inflammatory Demyelinating Polyneuropathy|Myasthenia Gravis|Multiple Sclerosis,Cyclophosphamide|Fludarabine|KITE-363,2026-04-10,2026-04-21,52,Australia|United States,"This study will have two Phases: Phase 1a and Phase 1b. The goals of this clinical study are to learn more about the study drug KITE-363, by evaluating its safety, tolerability and efficacy in participants with relapsed/refractory autoimmune neurologic diseases.

The primary objectives of this study are:

* To evaluate the safety and tolerability of KITE-363 in participants with autoimmune neurologic diseases
* To determine the recommended dose for Phase 1b.
* To evaluate the preliminary efficacy of KITE-363 in participants with autoimmune neurologic diseases.","Kite, A Gilead Company",INDUSTRY,18 Years,75 Years,ADULT|OLDER_ADULT,Phase 1a: Percentage of Participants Experiencing Treatment-emergent Adverse Event (TEAEs)|Phase 1a: Percentage of Participants Experiencing Dose-limiting Toxicities (DLTs) After the Infusion of KITE-363|Phase 1b: (All Cohorts) Percentage of Participants Experiencing TEAEs|Phase 1b: Relapsing Forms of MS (RRMS) and (aSPMS): Number of New T1 Gadolinium Enhancing (GadE+) Lesions on Magnetic Resonance Imaging (MRI) at Week 12|Phase 1b: Relapsing Forms of MS (RRMS and aSPMS): Number of New and/or Enlarging T2 Lesions on MRI at Week 12|Phase 1b: Progressive Forms of MS (PPMS) and (naSPMS): Time to Onset of Confirmed Disability Progression Over 12 Weeks (CDP-12)|Phase 1b: Myasthenia Gravis (MG): Proportion of Participants of MG Activities of Daily Living (MG-ADL) Responders|Phase 1b: Chronic Inflammatory Demyelinating Polyneuropathy (CIDP): Proportion of Participants with Confirmed Evidence of Clinical Improvement at Week 24,Other immune-mediated,Single disease,Other immune-mediated,False,CD19,named_product,Autologous,named_product,high,Industry,Adult,kite-363,2026.0,2026-04-25
